s_no,budget_head,name_of_sub_scheme_,ftr_hq,shq,work_description,executive_agency,aa_es_reference,sd_amount_lakh,ts_date,tender_date,acceptance_date,award_date,time_allowed_days,pdc_agreement,pdc_revised,firm_name,physical_progress,expenditure_previous_fy,expenditure_current_fy,expenditure_total,expenditure_percent,remarks
34,SAP,SAP 23-24 Ph-I,Kashmir,CH SGR ,Renovation/Up-gradation of 04 Nos toilet Blocks (OPD toilet block; CO(Med) toilet block; DIG (Med) ground floor office toilet block & patient ward common toilet block) under charge of Composite Hospital at Humhama Campus Srinagar ,Dept,3458-61 dated 15/11/2023,9.61,47 dated 23/11/2023,23.12.2023,07.02.24,08.02.24,,18.06.24,15.10.24,Abdul  Rashid Daga,100 %,₹ 0.00,₹ 0.00,₹ 0.00,0.00 %,Work completed. Final bill under preparation.
35,SAP,SAP 23-24 Ph-I,Jammu ,FTR JMU,Improvement of Hargovind stadium toilets at BSF Campus Paloura under FTR HQ,Dept,Ftr HQ Jmu O/No.118-21 dtd 10.01.2024 ,8.24,12.01.24,29.01.24,16.02.2024,20.02.2024,,27.04.2024,27.04.24,Rahul Commercial CO.;,100 %,₹ 6.48,₹ 0.00,₹ 6.48,78.64 %,Work completed.
36,SAP,SAP 23-24 Ph-I,Jammu ,FTR JMU,Provision of urinal point near the waiting shed of Iron gate under FTr HQ BSF Jammu.,Dept,Ftr HQ Jmu O/No.3164-66 dtd 26.12.2023,4.63,03.01.24,29.01.24,16.02.2024,24.02.2024,,23.04.2024,15.10.24,M/s Kanwal Nain Behl,100 %,₹ 4.62,,₹ 4.62,99.78 %,Work completed.
37,SAP,SAP 23-24 Ph-I,Jammu ,FTR JMU,Repair; maintenance and cleaning of 04 Nos OHT & 01 Nos underground sump at BSF Campus Paloura under Ftr HQ BSF Jammu.,Dept,Ftr HQ Jmu O/No.3081-83 dtd 8.12.2023,6.84,10.12.2023,09.01.24,25.01.24,01.02.24,,30.04.24,,Suraj Parkash Sharma,15 %,,,₹ 0.00,0.00 %,Work was rescinded; Re-tender (4th call); financial bid opened on 11.08.25 and under process.
38,SAP,SAP 23-24 Ph-I,Jammu ,FTR JMU,Improvement of water supply line of Paloura Campus under Ftr HQ BSF Jammu.,Dept,Ftr HQ Jmu O/No.3154-56 dtd 26.12.2023,4.23,03.01.2024,29.01.24,15.02.2024,24.02.2024,,24.05.2024,24.05.24,M/s Kanwal Nain Behl,100 %,₹ 3.51,,₹ 3.51,82.98 %,Work completed.
39,SAP,SAP 23-24 Ph-I,Jammu ,FTR JMU,Improvement/ Replacement of sewerage line near T-I Gen Qtr No. 65 to 68 & Children park Nalapar Qtrs at BSF Campus Paloura under FTR HQ BSF Jammu,Dept,Ftr HQ Jmu O/No.3084-86 dtd 8.12.2023,7.61,10.12.2023,09.01.24,25.01.24,01.02.24,,30.03.24,31.08.24,Suraj Parkash Sharma,100 %,₹ 1.40,₹ 3.34,₹ 4.74,62.29 %,Work completed 
40,SAP,SAP 23-24 Ph-I,Jammu ,I/NAGAR,C/Otoilet for Staff of Officer Mess near temporary structure being used as officer Mess under SHQ BSF I/Nagar.,Dept,SHQ I/Nagar O/No.17707-11 dtd 15.11.2023,1.51,15.11.2023,30.11.2023,06.12.2023,11.12.2023,,11.01.2024,11.01.24,M/S; Raja Ram Sharma,100 %,₹ 1.27,₹ 0.00,₹ 1.27,84.11 %,Work completed
41,SAP,SAP 23-24 Ph-I,Jammu ,I/NAGAR,Renovation of Toilet of Community welfare centre (Being used as Ankur Play School) of 67 Bn BSF under SHQ BSF I/Nagar.,Dept,SHQ I/Nagar O/No.177714-19 dtd 15.11.2023,4.58,15.11.2023,30.11.2023,22.12.2023,02.01.2024,,29.02.2024,28.02.24,M/S; Raja Ram Sharma,100 %,₹ 3.77,₹ 0.00,₹ 3.77,82.31 %,Work completed
42,SAP,SAP 23-24 Ph-I,Jammu ,I/NAGAR,Improvement of Sewerage system and toilet block of BOP Karol Mathura in AOR of 67 Bn BSF under SHQ BSF I/Nagar.,Dept, SHQ Sanction O/No. 17734-39 dated 15.11.2023,3.99,15.11.2023,30.11.2023,22.12.2023,29.12.2023,,14.02.2024,14.02.24,M/S; Shiv Charan,100 %,₹ 2.53,₹ 0.00,₹ 2.53,63.41 %,Work completed 
43,SAP,SAP 23-24 Ph-I,Jammu ,I/NAGAR,Providing and laying water supply line from existing sump near (T-III Qtr) to newly proposed sump (to be used for Officer Mess and Type-V&IV Qtrs) at Painthee Campus of 125 Bn BSF under SHQ BSF I/Nagar.,Dept,HQ SDG(WC) vide O/No. 1252-55 dtd 08.03.2024,16.48,01.04.24,05.06.2024,18.06.2024,25.06.2024,,25.09.2024,25.09.24,M/s Raja Ram Sharma,100 %,₹ 0.00,₹ 11.54,₹ 11.54,70.02 %,Work completed.
44,SAP,SAP 23-24 Ph-I,Jammu ,I/NAGAR,Providing of renewable source based Gen Set for BOP Malluchak & Newly approved BOP Delta-8 of 51 Bn BSF under SHQ BSF I/Nagar.,Dept,Ftr HQ JMU O/No. 3119-21 dtd 22.12.2023,8.47,,,,,,,,,,₹ 0.00,₹ 0.00,₹ 0.00,0.00 %,AA&ES for said work cancelled by Ftr IG vide letter no ____ dtd ____ as DG set not available within the santioned amount.
45,SAP,SAP 23-24 Ph-I,Jammu ,RJR,Renovation of Jawan toilet block at THQ Khanetar Nallah under SHQ BSF Rajouri.,Dept,L/No.27012/40/12022/PF-V/3593608 dtd 03.08.2023,5.28,,,,18/10/2024,,*,,,100 %,₹ 0.00,₹ 0.00,₹ 0.00,0.00 %,Work completed
46,SAP,SAP 23-24 Ph-I,Jammu ,RJR,Renovation of Toilet of 78 Bn BSF behind living Barrack at SHQ BSF Rajouri.,Dept,L/No.27012/40/12022/PF-V/3593608 dtd 03.08.2023,4.87,29.11.2023,12.12.2023,29.12.2023,15.01.2024,,07.04.2024,,M/s Chopra Construction ,100 %,₹ 4.84,₹ 0.00,₹ 4.84,99.38 %,Work completed
47,SAP,SAP 23-24 Ph-I,Jammu ,RJR,Renovation of Quarter Guard Sewerage line at 158 Bn BSF Achhad under SHQ BSF Rajouri.,Dept,L/No.27012/40/12022/PF-V/3593608 dtd 03.08.2023,3.94,16.11.2023,06.05.2024,06.06.24,15.06.2024,,15.09.2024,,M/s Abhinandan Prasher ,100 %,₹ 3.65,₹ 0.00,₹ 3.65,92.64 %,Work completed
48,SAP,SAP 23-24 Ph-I,Jammu ,RJR,Repairing of water storage tank and pipeline at THQ Achhad under SHQ BSF Rajouri.,Dept,L/No.27012/40/12022/PF-V/3593608 dtd 03.08.2023,1.02,19.08.2024,29.08.2024,03.09.2024,10.09.2024,,09.11.2024,,M/s Arnesh Kr Singh,100 %,₹ 1.05,₹ 0.00,₹ 1.05,102.94 %,Work completed
49,SAP,SAP 23-24 Ph-I,Jammu ,SBN,Provision Deep tube well with Submersible Pump at campus Sunderbani of SHQ BSF Sunderbani.,Dept,HQ SDG O/No. 2154-58 dtd 25.01.2024,16.26,03.04.2024,20.05.2024,02.07.2024,08.07.2024,,08.09.2024,,M/s Akushan Kumar,100 %,₹ 15.11,₹ 0.00,₹ 15.11,92.93 %,Work completed
50,SAP,SAP 23-24 Ph-I,Jammu ,SBN,Construction of Storm water drain near Residential area at Campus Sunderbani of 130 Bn BSF; SHQ BSF Sunderbani.,Dept,SHQ SBN O/No.23782-85 dtd 28.12.2023,4.97,4.12.23,13.12.23,29.12.23,29.12.23,,06.04.24,,Sh Sham Lal,100 %,₹ 4.97,₹ 0.00,₹ 4.97,100.00 %,Work completed.
51,SAP,SAP 23-24 Ph-I,Jammu ,JMU,Providing and Installation of 20 Nos drinking water hand pumps at FDPs/Duty points along IPB Fence in AOR of 120 Bn BSF under SHQ BSF Jammu.,Dept,SHQ Jmu O/No.1672-76 dtd 14.07.23,4.76,02.01.2024,07.03.2024,27.04.2024,02.05.2024,,06.09.24,,M/s P C Sharma,100 %,₹ 5.03,₹ 0.00,₹ 5.03,105.67 %,Work completed. 
52,SAP,SAP 23-24 Ph-I,Jammu ,JMU,Improvement of solid waste (Resource) Management Programme (Door to Door collection of Garbage-Labour works) at Paloura Campus under SHQ BSF Jammu. ,Dept,Ftr HQ Jmu O/No.3150-53 dtd  26.12.2023,14.45,02.01.2024,07.03.2024,07.04.2024,07.04.2024,,23.01.2025,,M/s Deepak Kumar,100 %,₹ 12.85,₹ 0.00,₹ 12.85,88.93 %,Work completed
53,SAP,SAP 23-24 Ph-I,Jammu ,JMU,Providing and Installation of 20 Nos drinking water hand pumps at FDPs/ Duty points along IPB Fence in AOR of 165 Bn BSF under SHQ BSF Jammu.,Dept,SHQ Jmu O No.15-17 dtd 02.01.24,4.76,01.01.2024,02.02.2024,24.02.2024,28.02.2024,,28.06.2024,03.07.2024,M/s P C Sharma,100 %,₹ 5.18,₹ 0.00,₹ 5.18,108.82 %,Work completed.
54,SAP,SAP 23-24 Ph-I,Jammu ,JMU,Supplying of Tractor Trailer mounted sewerage suction machine of 5000 Ltrs tank capacity at BSF Campus Paloura under SHQ BSF Jammu.,Dept,SHQ JMU O/ No. dtd 02.01.24,7.44,20.05.24,,,,,,,,,₹ 0.00,₹ 0.00,₹ 0.00,0.00 %,Supply order placed.
55,SAP,SAP 23-24 Ph-I,Punjab ,FTR PB,Repair & Maintenance of Water Supply Line at Ftr HQ BSF Campus Jalandhar ,Dept,O/No.6551-53 dated 15.11.2023,9.60,20.11.2023,14.12.2023,21.01.2024,19.01.2024,,17.05.2024,30.10.24,M/S Vikram sachdeva,100 %,0.00,10.51,₹ 10.51,109.47 %,work completed 
56,SAP,SAP 23-24 Ph-I,Punjab ,FTR PB,Development of Rain Water Harvesting at Ftr HQ Jal,Dept,O/No.6554-56 dated 15.11.2023,0.96,20.11.2023,14.12.2023,22.12.2023,22.12.2023,,05.01.2024,31.03.25,M/S Krishan Kumar Kaushik,5 %,0.00,0.00,₹ 0.00,0.00 %,Work held up by firm 
57,SAP,SAP 23-24 Ph-I,Punjab ,FTR PB,Repair & Maintenance of Sewerage Line alongwith T-I & T-II General & SFA Qtrs at Ftr HQ BSF Jalandhar,Dept,O/No.6555-59 dated 15.11.2023,6.72,20.11.2023,14.12.2023,17.01.2024,19.01.2024,,17.05.2024,30.12.2024,M/S Amit Kumar,100 %,5.80,0.00,₹ 5.80,86.30 %,Work complted
58,SAP,SAP 23-24 Ph-I,Punjab ,FTR PB,Repair & Maintenance of SOs Mess Toilets at Ftr HQ Campus Jalandhar,Dept,O/No.6560-62 dated 15.11.2023,3.84,20.11.2023,14.12.2023,17.01.2024,19.01.2024,,17.05.2024,,M/S Krishan Kumar Kaushik,100 %,4.07,0.00,₹ 4.07,106.07 %,Work completed. 
59,SAP,SAP 23-24 Ph-I,Punjab ,FTR PB,Maintenance of Overhead Water Storage Tank & Replacement of PVC Water Storage Tanks ,Dept,O/No.6563-65 dated 15.11.2023,4.80,20.11.2023,14.12.2023,17.01.2024,19.01.2024,,17.05.2024,31.05.25,M/S Amit Kumar,100 %,3.51,1.36,₹ 4.87,101.44 %,Work completed
60,SAP,SAP 23-24 Ph-I,Punjab ,FTR PB,Providing & Supplying of 3000 ltrs Cap. Trolley Mounted Sewer Suction Machine & Jet Pressure Machine alongwith hose pipe at Ftr HQ Jalandhar,Dept,O/No.6566-68 dated 15.11.2023,8.25,20.11.2023,14.12.2023,,,,,,Procurement through GeM,,0.00,0.00,₹ 0.00,0.00 %,Procurement through GeM is in progress.
61,SAP,SAP 23-24 Ph-I,Punjab ,GSP,C/O Separate Toilet Block for Gents & Ladies at SHQ BSF GSP.,Dept,O/No.6502-04 dated 15.11.2023,2.50,20.11.2023,12.12.2023,17.01.2024,11.01.2024,,09.04.2023,31.12.24,M/S Bakhshish Masih,100 %,0.00,2.74,₹ 2.74,109.77 %,Work completed
62,SAP,SAP 23-24 Ph-I,Punjab ,GSP,Procurement of Dustbins for Residential & Non-Residential buildings of various Bns of SHQ GSP,Dept,O/No.6505-07 dated 15.11.2023,5.20,20.11.2023,,,8/20/25,,,,M/S Bakhshish Masih,5 %,0.00,0.00,₹ 0.00,0.00 %,Works in progress
63,SAP,SAP 23-24 Ph-I,Punjab ,GSP,Maint & Cleaning  of Septic Tanks; Manhole; Sewerage Lines at 73 Bn BSF under SHQ BSF Gurdaspur ,Dept,O/No.6498-6501 dated 15.11.2023,3.99,20.11.2023,12.12.2023,16.01.2024,26.01.24,,10.02.2024,31.12.24,M/S  Adarsh traders,100 %,2.91,0.00,₹ 2.91,72.85 %, Physical Work Completed and final Bill under preparation. 
64,SAP,SAP 23-24 Ph-I,Punjab ,GSP,Maint & Cleaning  of Septic Tanks; Manhole; Sewerage Lines at 121 & 58 Bns BSF under SHQ BSF Gurdaspur,Dept,O/No.6512-16 dated 15.11.2023,4.99,20.11.2023,12.01.2023,10.01.2024,11.01.2024,,09.05.2024,08.05.24,M/S Baldev Raj,100 %,5.49,0.00,₹ 5.49,109.97 %,Work completed
65,SAP,SAP 23-24 Ph-I,Punjab ,GSP,Cleaning of Overhead Water Tanks of various Bns under SHQ BSF GSP,Dept,O/No.6517-19 dated 15.11.2023,7.98,20.11.2023,12.12.2023,,,,,,,,0.00,,₹ 0.00,0.00 %,3rd call tender opened on 01.09.2025 and under process
66,SAP,SAP 23-24 Ph-I,Punjab ,GSP,C/O Separate toilet block creation for Gents & Ladies near Trg area of 121 BN BSF under SHQ BSF Gurdaspur,Dept,O/No.6508-11 dated 15.11.2023,2.50,20.11.2023,12.12.2023,17.01.2024,11.01.2024,,09.04.2024,31.12.2024,M/S Baldev Raj,100 %,0.00,2.83,₹ 2.83,113.38 %,Work complted
67,SAP,SAP 23-24 Ph-I,Punjab ,GSP,Providing & Fixing 500 Ltr per hrs Reverse Osmosis at Bn HQ DBN of 89 Bn BSF,Dept,O/No.6494-97 dated 15.11.2023,4.49,20.11.2023,20.12.23,20.01.24,30.01.24,,20.05.2024,31.12.2024,M/S MANJEET Govt contractor ,100 %,0.00,4.63,₹ 4.63,103.04 %,Work completed
68,SAP,SAP 23-24 Ph-I,Punjab ,ASR,C/O Toilet Block near T S Barrack at Bn HQ Ramtirath of 22 Bn BSF under SHQ BSF Amritsar ,Dept,O/No.6520-23 dated 15.11.2023,3.18,20.11.23,12.12.23,15.01.24,22.01.24,,25.01.24,25.03.2024, Karanjeet Singh,100 %,3.25,,₹ 3.25,102.07 %,Work Completed .
69,SAP,SAP 23-24 Ph-I,Punjab ,ASR,C/O Septic Tank & Soak Pit near Gate No. 03 at BSF Campus Khasa; SHQ ASR,Dept,O/No.6524-26 dated 15.11.2023,1.06,20.11.2023,14.12.2023,22.01.24,27.01.24,,02.02.2024,,M/S Karanjeet Singh,100 %,1.16,,₹ 1.16,109.93 %,Work Completed .
70,SAP,SAP 23-24 Ph-I,Punjab ,ASR,C/O 03 Nos Garbage Pit at BSF Campus Khasa SHQ BSF ASR,Dept,O/No.6527-29 dated 15.11.2023,3.17,20.11.2023,12.12.2023,06.02.2024,04.02.2024,,04.03.2024,31.03.25,M/S Karanjeet Singh,100 %,0.72,2.54,₹ 3.26,102.84 %,Work Completed .
71,SAP,SAP 23-24 Ph-I,Punjab ,ASR,Repair & Maintenance of STP at Bn HQ Bhikiwind of 71 Bn BSF under SHQ ASR,Dept,O/No.6530-33 dated 15.11.2023,4.19,20.11.2023,12.12.2023,15.01.2024,22.01.2024,,25.01.2024,,M/S Karanjeet Singh,100 %,4.58,,₹ 4.58,109.33 %,Work Completed .
72,SAP,SAP 23-24 Ph-I,Punjab ,ASR,Repair & Maint. of Main Water Supply Pipe line & Filtration Plant at BSF Campus Khasa SHQ ASR,Dept,O/No.6534-36 dated 15.11.2023,10.60,20.11.2023,12.12.2023,25.01.24,06.02.2024,,03.05.2024,31.12.24,M/S Karanjeet Singh,80 %,3.89,,₹ 3.89,36.70 %,Work is in progress.
73,SAP,SAP 23-24 Ph-I,Punjab ,ASR,Cleaning of Overhead Tank at BSF Campus Ramtirath & Bhikiwind under SHQ BSF ASR,Dept,O/No.6537-39 dated 15.11.2023,5.26,20.11.2023,12.12.2023,06.02.2024,04.02.2024,,03.05.2024,31.12.24,M/S Karanjeet Singh,100 %,0.00,4.94,₹ 4.94,93.94 %,Work Completed .
74,SAP,SAP 23-24 Ph-I,Punjab ,ASR,Renovation of Toilet Block of Sector & 144 Bn BSF under SHQ BSF ASR,Dept,O/No.6540-43 dated 15.11.2023,4.25,20.11.2023,12.12.2023,06.02.2024,04.02.2024,,03.05.2024,,M/S Karanjeet Singh,100 %,4.19,,₹ 4.19,98.67 %,Work Completed .
75,SAP,SAP 23-24 Ph-I,Punjab ,ASR,C/O 02 Nos Bore for Rain Water Harvesting of T-I Qtr Block at BSF Campus Khasa SHQ BSF ASR,Dept,O/No.6544-46 dated 15.11.2023,1.05,20.11.2023,14.12.2023,08.01.2024,22.01.2024,,18.01.2024,31.12.2024,M/S Karanjeet Singh,90 %,0.00,,₹ 0.00,0.00 %,Work is in progress.
76,SAP,SAP 23-24 Ph-I,Punjab ,ASR,C/O Drain in Water Logging area of 04 Nos BOPs FWD Kakkar; Chhanmullah; Uttar Dhariwal & Pulmoran of 22 Bn BSF under SHQ ASR,Dept,O/No.6547-50 dated 15.11.2023,10.62,20.11.2023,12.12.2023,13.02.2024,04.02.2024,,03.05.2024,31.12.2024,M/S Mahil Enterprises,72 %,0.00,2.73,₹ 2.73,25.73 %,Work is in progress.
77,SAP,SAP 23-24 Ph-I,Punjab ,FZR,C/O common Toilet Block for Gents & Ladies  in MT Complex at SHQ BSF FZR,Dept,O/No.6462-64 dated 15.11.2023,3.00,20.11.23,01.12.2023,20.06.2024,02.07.2024,,13.09.2024,,M/s Thind Contractor,100 %,3.42,0.00,₹ 3.42,100.00 %,Work completed. 
78,SAP,SAP 23-24 Ph-I,Punjab ,FZR,Procurement of Electric Chimney for SOs Mess and Officers Mess SHQ BSF FZR,Dept,O/No.6459-61 dated 15.11.2023,1.04,20.11.23,*,*,*,,*,,Procurement through GeM,100 %,1.04,0.00,₹ 1.04,99.80 %,Work Completed. 
79,SAP,SAP 23-24 Ph-I,Punjab ,FZR,Procurement of 01 e-Garbage Rickshaw for 136 Bn HQ KMS Wala,Dept,O/No.6453-55 dated 15.11.2023,1.50,20.11.23,*,*,*,,*,,Procurement through GeM,100 %,0.00,0.00,₹ 0.00,0.00 %,Work in progress (Gem) Procurement)
80,SAP,SAP 23-24 Ph-I,Punjab ,FZR,Procurement of 01 e-Garbage Rickshaw for 116 Bn HQ Mamdot,Dept,O/No/6456-58 dated 15.11.2023,1.50,20.11.23,*,*,*,,*,,Procurement through GeM,100 %,0.00,0.00,₹ 0.00,0.00 %,Work in progress (Gem) Procurement)
81,SAP,SAP 23-24 Ph-I,Punjab ,FZR,Maintenance & cleaning of Septic Tank; Manholes; Sewerage Lines of 46 BOPs in AOR Bns under SHQ FZR,Dept,O/No.6449-52 dated 15.11.2023,3.00,20.11.23,14.12.2023,22.01.2024,27.01.2024,,02.02.2024,,M/S Karanjeet Singh,100 %,0.00,2.85,₹ 2.85,95.15 %,Work Completed 
82,SAP,SAP 23-24 Ph-I,Punjab ,FZR,Repair & Maintenance of Sewerage Motors of STP at Bn HQ 101 Bn BSF,Dept,O/No.6445-48 dated 15.11.2023,1.04,20.11.23,12.12.2023,06.02.2024,04.02.2024,,04.03.2024,31.03.2025,M/S Karanjeet Singh,100 %,0.00,0.00,₹ 0.00,0.00 %,Work Completed and final bill under prepration 
83,SAP,SAP 23-24 Ph-I,Punjab ,FZR,Procurement of Bacteria for Bio Digesters installed at BOPs of 101/103 Bns & Bn HQ KMS Wala of 136 Bn ,Dept,O/No.6442-44 dated 15.11.2023,2.00,20.11.23,*,*,8/20/25,,9/20/25,,Procurement through GeM,100 %,0.00,,₹ 0.00,0.00 %,Work Completed. 
84,SAP,SAP 23-24 Ph-I,Punjab ,FZR,Repair & Maintenance of Motor Pump Sets of various Bns under SHQ BSF FZR,Dept,O/No.6439-41 dated 15.11.2023,1.12,20.11.23,12.12.2023,25.01.2024,06.02.2024,,04.02.2024,31.12.2024,M/S Karanjeet Singh,100 %,0.00,,₹ 0.00,0.00 %,Work Completed and final bill under prepration 
85,SAP,SAP 23-24 Ph-I,Punjab ,FZR,Routine Repair/ Maint. of RO Filtration Plants at SHQ & Bn HQrs including BOPs   ,Dept,O/No.6433-35 dated 15.11.2023,9.99,20.11.2023,,,,,,,,,0.00,,₹ 0.00,0.00 %, Re-tender open on 28.08.2025 and process for approval.
86,SAP,SAP 23-24 Ph-I,Punjab ,FZR,Cleaning of Overhead Water Tanks at 05 Bn HQrs under SHQ BSF FZR,Dept,O/No.6436-38 dated 15.11.2023,3.00,20.11.2023,12.12.2023,25.01.2024,06.02.2024,,04.02.2024,,M/S Karanjeet Singh,75 %,0.00,,₹ 0.00,0.00 %,Work is in progress.
87,SAP,SAP 23-24 Ph-I,Punjab ,FZR,Repair/Maint. of Toilet Block of Family Welfare Centre of SHQ BSF FZR,Dept,O/No.6430-32 dated 15.11.2023,3.00,20.11.2023,14.12.2023,08.01.2024,22.01.2024,,18.01.2024,31.12.2024,M/S Karanjeet Singh,100 %,0.00,3.27,₹ 3.27,109.17 %,Work Completed
88,SAP,SAP 23-24 Ph-I,Punjab ,FZR,Repair/Maint. of Toilet Block in old Office Complex of SHQ BSF FZR,Dept,O/No.6427-29 dated 15.11.2023,1.00,20.11.2023,12.12.2023,13..02.2024,04.02.2024,,03.05.2024,31.12.2024,M/S Mahil Enterprises,100 %,0.00,,₹ 0.00,0.00 %,Work Completed  
89,SAP,SAP 23-24 Ph-I,Punjab ,FZR,C/O Bore for Rain Water Harvesting near Type-V Qtr area at SHQ BSF FZR,Dept,O/No.6424-26 dated 15.11.2023,1.00,20.11.2023,01.12.2023,20.06.2024,02.07.2024,,13.09.2024,,M/s Thind Contractor,10 %,0.00,,₹ 0.00,0.00 %,Work is in progress.
90,SAP,SAP 23-24 Ph-I,Punjab ,ABR,Replacement of damaged RCC Water Storage Tank & GI Pipe line with PVC Water Storage Tank & CPVC Water Supply Line of Qtr T-I/84 Nos & T-II/72 Nos at Bn HQ of 160 Bn BSF Jalalabad ,Dept,O/No.2005-09 dated 24.01.2024,20.70,29.01.24,13.02.2024,27.02.24,07.03.24,,05.07.2024,,M/s Lovish Arora; Fazilka; Pb,100 %,1.99,18.23,₹ 20.22,97.68 %,Work Completed 
91,SAP,SAP 23-24 Ph-I,Punjab ,ABR,Procurement of 01 No. fully Electric Battery Operated Motor driven for carrying Bins e-cart for Garbage and providing & fixing of 16 Nos Pole Mounted Twin Dustbins Cap. 80 Ltrs for 160 Bn BSF,Dept,O/No.6490-93 dated 15.11.2023,8.10,20.11.23,15.05.2024,28.05.2024,06.06.2024,,04.07.2024,31.12.2024,M/s Ravish Kumar Enterprises; Fazilka; Pb,55%,3.73,0.00,₹ 3.73,46.04 %,"Construction work completed  procurement itemes to be done through GeM Shortly 
GeM supply  draft bid under process. "
92,SAP,SAP 23-24 Ph-I,Rajasthan,SGNR,Providing of rain water harvesting system for Adm block building of SHQ BSF SGNR,Dept,Ftr HQ Raj O/No. 303-05 dated 22.05.24,₹ 5.19,06.03.2024,12.03.2024,07.05.2024,08.07.2024,,24.10.2024,24.10.2024,M/s Rajan Builders,100 %,0,4.42,₹ 4.42,85.12 %,Work completed 
93,SAP,SAP 23-24 Ph-I,Rajasthan,SGNR,Procurement of 1-Seater Portable toilet for BOPs in AOR of 34 Bn BSF under SHQ BSF SGNR,Dept,Ftr HQ Raj O/No.27472-73 dated 18.12.23,₹ 1.80,*,*,,,,,,,,0,0,₹ 0.00,0.00 %,Procurement through GeM portal under process.
94,SAP,SAP 23-24 Ph-I,Rajasthan,SGNR,Procurement of sanitary napkins/Pad incinerator machine for mahila barrack at BOP 63-F;5-FD and 41-PS of 34 Bn BSF under SHQ BSF SGNR,Dept,Ftr HQ Raj O/No.27482-83 dated 18.12.23,₹ 0.75,*,*,*,*,,*,,,100 %,0,0.49,₹ 0.49,65.33 %,Work completed
95,SAP,SAP 23-24 Ph-I,Rajasthan,SGNR,Procurement for improvement of sewerage system and toilet of ADM block jawan barrack and toilet of BOPs of 34 Bn BSF uder SHQ BSF SGNR,Dept,Ftr HQ Raj O/No.27480-81 dated 18.12.23,₹ 3.58,*,*,,,,,,,,0,0,₹ 0.00,0.00 %,Procurement through GeM portal under process.
96,SAP,SAP 23-24 Ph-I,Rajasthan,SGNR,Improvement of existing sewerage line near residential qtrs and provision of separate toilet & bathroom for male & female ward at MI room of 23 Bn BSF Anupgarh under SHQ BSF SGNR,Dept,Ftr HQ Raj O/No.25-28 dated 02.01.24,₹ 6.97,30.01.2024,26.03.2024,18.06.2024,10.07.2024,,10.10.2024,10.10.2024,M/S RAJAN builders,100 %,0,5.91,₹ 5.91,84.79 %,Work completed
97,SAP,SAP 23-24 Ph-I,Rajasthan,SGNR,Repair and maintenance of sewerage line of T-I &T-II residential qtrs of SHQ BSF SGNR  (Held in charge of SHQ) at old location of 48 Bn BSF under SHQ BSF SGNR,Dept,Ftr HQ Raj O/No. 171-74 dated 12.01.24,₹ 9.02,15.01.2024,09.05.2024,18.06.2024,10.07.2024,,10.10.2024,10.10.2024,M/S RAJAN builders,50 %,0,0,₹ 0.00,0.00 %,Work under progress
98,SAP,SAP 23-24 Ph-I,Rajasthan,SGNR,Improvement of Toilet block at BN HQ and left out BOPs i.e Khaikian ; Kotha; HMK; Kanchanpura; Madanlal; Renuka; Q-Head; Rakshak;7-H; Sunderpur and I-S of 48 Bn BSF under SHQ BSF SGNR,Dept,Ftr HQ Raj O/No.21-24 dated 02.01.24,₹ 6.99,30.01.2024,09.05.2024,18.06.2024,22.07.2024,,22.11.2024,22.11.2024,M/s Surya Builders SGNR,5 %,0,0,₹ 0.00,0.00 %,Work under progress
99,SAP,SAP 23-24 Ph-I,Rajasthan,SGNR,Improvement of toilet block of family Welfare Centre at 77 Bn BSF under SHQ BSF SGNR,Dept,Ftr HQ Raj O/No.35463-64 dated 10.01.2024,₹ 2.00,05.02.2024,08.05.2024,08.07.2024,14.06.2024,,14.10.2024,14.10.2024,M/s Rajan builders,100 %,0,1.67,₹ 1.67,83.63 %,Work completed
100,SAP,SAP 23-24 Ph-I,Rajasthan,SGNR,Renovation of toilet block near BSF middle school at 77 Bn BSF Sri Karanpur under SHQ BSF SGNR,Dept,Ftr HQ Raj O/No.35461-62 dated 10.01.2024,₹ 4.99,05.02.2024,12.03.2024,08.07.2024,14.06.2024,,14.09.2024,14.09.2024,M/s Rajan builders,100 %,0,4.25,₹ 4.25,85.13 %,Work completed
101,SAP,SAP 23-24 Ph-I,Rajasthan,SGNR,Cleaning of overhead water tank having capacity 0;000 ltrs at campus-B of 34 Bn BSF Raisinghnagar under SHQ BSF SGNR,Dept,Ftr HQ Raj O/No.27474-75 dated 18.12.2023,₹ 0.86,21.12.2023,10.05.2024,07.06.2024,08.07.2024,,10.08.2024,10.08.2024,M/s Rajan builders,100 %,0,0.81,₹ 0.81,94.00 %,Work completed and final bill under progress 
102,SAP,SAP 23-24 Ph-I,Rajasthan,BKNR,Procurement of 03 Nos Sewerage suction machine for BOPs of SHQ BSF BKNR,Dept,Ftr HQ Raj O/No. 3721-23 dtd 16.11.23,₹ 13.35,20.11.23,*,*,06.07.24,,,,,100 %,0,13.12,₹ 13.12,98.28 %,Work completed. GeM order
103,SAP,SAP 23-24 Ph-I,Rajasthan,BKNR,"Installation of self priming pump set for STP at ""B: Campus under SHQ BSF Bikaner (SH:SITC of STP Motor; Cables and Starter panels etc.)",Dept,5492-95 DTD 18.11.23,₹ 2.72,24.11.23,*,*,19.02.2024,,,,Through GeM,100 %,0,2.49,₹ 2.49,91.54 %,Work completed. Gem Order
