source_sheet,serial_no,budget_head,scheme_name,ftr_hq,shq,work_site,executive_agency,aa_es_ref,sanctioned_amount,date_ts,date_tender,date_acceptance,date_award,time_allowed_days,pdc_agreement,revised_pdc,actual_completion_date,firm_name,physical_progress,progress_status,expdr_upto_31mar25,expdr_cfy,total_expdr,percent_expdr,remarks,serial_no_1
SAP 2023-24 PH-I,62,SAP,SAP 23-24 Ph-I,Punjab,GSP,Procurement of Dustbins for Residential & Non-Residential buildings of various Bns of SHQ GSP,Dept,O/No.6505-07 dated 15.11.2023,5.19594,2023-11-20,,,2025-08-20,,,,,M/S Bakhshish Masih,5.0,,0.0,0.0,0.0,0.0,Works in progress,
SAP 2023-24 PH-I,63,SAP,SAP 23-24 Ph-I,Punjab,GSP,"Maint & Cleaning  of Septic Tanks, Manhole, Sewerage Lines at 73 Bn BSF under SHQ BSF Gurdaspur",Dept,O/No.6498-6501 dated 15.11.2023,3.9938,2023-11-20,2023-12-12,2024-01-16,2024-01-26,,2024-02-10,2024-12-31,,M/S  Adarsh traders,100.0,,2.90954,0.0,2.90954,72.85,Physical Work Completed and final Bill under preparation.,
SAP 2023-24 PH-I,64,SAP,SAP 23-24 Ph-I,Punjab,GSP,"Maint & Cleaning  of Septic Tanks, Manhole, Sewerage Lines at 121 & 58 Bns BSF under SHQ BSF Gurdaspur",Dept,O/No.6512-16 dated 15.11.2023,4.99207,2023-11-20,2023-01-12,2024-01-10,2024-01-11,,2024-05-09,2024-05-08,,M/S Baldev Raj,100.0,,5.49,0.0,5.49,109.97,Work completed,
SAP 2023-24 PH-I,65,SAP,SAP 23-24 Ph-I,Punjab,GSP,Cleaning of Overhead Water Tanks of various Bns under SHQ BSF GSP,Dept,O/No.6517-19 dated 15.11.2023,7.98426,2023-11-20,2023-12-12,,,,,,,,,,0.0,,0.0,0.0,3rd call tender opened on 01.09.2025 and under process,
SAP 2023-24 PH-I,66,SAP,SAP 23-24 Ph-I,Punjab,GSP,C/O Separate toilet block creation for Gents & Ladies near Trg area of 121 BN BSF under SHQ BSF Gurdaspur,Dept,O/No.6508-11 dated 15.11.2023,2.49604,2023-11-20,2023-12-12,2024-01-17,2024-01-11,,2024-04-09,2024-12-31,,M/S Baldev Raj,100.0,,0.0,2.83,2.83,113.38,Work complted,
SAP 2023-24 PH-I,67,SAP,SAP 23-24 Ph-I,Punjab,GSP,Providing & Fixing 500 Ltr per hrs Reverse Osmosis at Bn HQ DBN of 89 Bn BSF,Dept,O/No.6494-97 dated 15.11.2023,4.49331,2023-11-20,2023-12-20,2024-01-20,2024-01-30,,2024-05-20,2024-12-31,,M/S MANJEET Govt contractor,100.0,,0.0,4.63,4.63,103.04,Work completed,
SAP 2023-24 PH-I,68,SAP,SAP 23-24 Ph-I,Punjab,ASR,C/O Toilet Block near T S Barrack at Bn HQ Ramtirath of 22 Bn BSF under SHQ BSF Amritsar,Dept,O/No.6520-23 dated 15.11.2023,3.18421,2023-11-20,2023-12-12,2024-01-15,2024-01-22,,2024-01-25,2024-03-25,2024-03-25,Karanjeet Singh,100.0,,3.25,,3.25,102.07,Work Completed .,
SAP 2023-24 PH-I,69,SAP,SAP 23-24 Ph-I,Punjab,ASR,"C/O Septic Tank & Soak Pit near Gate No. 03 at BSF Campus Khasa, SHQ ASR",Dept,O/No.6524-26 dated 15.11.2023,1.05525,2023-11-20,2023-12-14,2024-01-22,2024-01-27,,2024-02-02,,2024-04-01,M/S Karanjeet Singh,100.0,,1.16,,1.16,109.93,Work Completed .,
SAP 2023-24 PH-I,70,SAP,SAP 23-24 Ph-I,Punjab,ASR,C/O 03 Nos Garbage Pit at BSF Campus Khasa SHQ BSF ASR,Dept,O/No.6527-29 dated 15.11.2023,3.17012,2023-11-20,2023-12-12,2024-02-06,2024-02-04,,2024-03-04,2025-03-31,,M/S Karanjeet Singh,100.0,,0.72,2.54,3.26,102.84,Work Completed .,
SAP 2023-24 PH-I,71,SAP,SAP 23-24 Ph-I,Punjab,ASR,Repair & Maintenance of STP at Bn HQ Bhikiwind of 71 Bn BSF under SHQ ASR,Dept,O/No.6530-33 dated 15.11.2023,4.18919,2023-11-20,2023-12-12,2024-01-15,2024-01-22,,2024-01-25,,2024-03-24,M/S Karanjeet Singh,100.0,,4.58,,4.58,109.33,Work Completed .,
SAP 2023-24 PH-I,72,SAP,SAP 23-24 Ph-I,Punjab,ASR,Repair & Maint. of Main Water Supply Pipe line & Filtration Plant at BSF Campus Khasa SHQ ASR,Dept,O/No.6534-36 dated 15.11.2023,10.59861,2023-11-20,2023-12-12,2024-01-25,2024-02-06,,2024-05-03,2024-12-31,,M/S Karanjeet Singh,80.0,,3.89,,3.89,36.7,Work is in progress.,
SAP 2023-24 PH-I,73,SAP,SAP 23-24 Ph-I,Punjab,ASR,Cleaning of Overhead Tank at BSF Campus Ramtirath & Bhikiwind under SHQ BSF ASR,Dept,O/No.6537-39 dated 15.11.2023,5.2586,2023-11-20,2023-12-12,2024-02-06,2024-02-04,,2024-05-03,2024-12-31,,M/S Karanjeet Singh,100.0,,0.0,4.94,4.94,93.94,Work Completed .,
SAP 2023-24 PH-I,74,SAP,SAP 23-24 Ph-I,Punjab,ASR,Renovation of Toilet Block of Sector & 144 Bn BSF under SHQ BSF ASR,Dept,O/No.6540-43 dated 15.11.2023,4.24629,2023-11-20,2023-12-12,2024-02-06,2024-02-04,,2024-05-03,,2024-05-03,M/S Karanjeet Singh,100.0,,4.19,,4.19,98.67,Work Completed .,
SAP 2023-24 PH-I,75,SAP,SAP 23-24 Ph-I,Punjab,ASR,C/O 02 Nos Bore for Rain Water Harvesting of T-I Qtr Block at BSF Campus Khasa SHQ BSF ASR,Dept,O/No.6544-46 dated 15.11.2023,1.0546,2023-11-20,2023-12-14,2024-01-08,2024-01-22,,2024-01-18,2024-12-31,,M/S Karanjeet Singh,90.0,,0.0,,0.0,0.0,Work is in progress.,
SAP 2023-24 PH-I,76,SAP,SAP 23-24 Ph-I,Punjab,ASR,"C/O Drain in Water Logging area of 04 Nos BOPs FWD Kakkar, Chhanmullah, Uttar Dhariwal & Pulmoran of 22 Bn BSF under SHQ ASR",Dept,O/No.6547-50 dated 15.11.2023,10.61658,2023-11-20,2023-12-12,2024-02-13,2024-02-04,,2024-05-03,2024-12-31,,M/S Mahil Enterprises,72.0,,0.0,2.73151,2.73151,25.73,Work is in progress.,
SAP 2023-24 PH-I,77,SAP,SAP 23-24 Ph-I,Punjab,FZR,C/O common Toilet Block for Gents & Ladies  in MT Complex at SHQ BSF FZR,Dept,O/No.6462-64 dated 15.11.2023,2.99581,2023-11-20,2023-12-01,2024-06-20,2024-07-02,,2024-09-13,,,M/s Thind Contractor,100.0,,3.42,0.0,3.42,100.0,Work completed.,
SAP 2023-24 PH-I,78,SAP,SAP 23-24 Ph-I,Punjab,FZR,Procurement of Electric Chimney for SOs Mess and Officers Mess SHQ BSF FZR,Dept,O/No.6459-61 dated 15.11.2023,1.04211,2023-11-20,,,,,,,,Procurement through GeM,100.0,,1.04,0.0,1.04,99.8,Work Completed.,
SAP 2023-24 PH-I,79,SAP,SAP 23-24 Ph-I,Punjab,FZR,Procurement of 01 e-Garbage Rickshaw for 136 Bn HQ KMS Wala,Dept,O/No.6453-55 dated 15.11.2023,1.5,2023-11-20,,,,,,,,Procurement through GeM,100.0,,0.0,0.0,0.0,0.0,Work in progress (Gem) Procurement),
SAP 2023-24 PH-I,80,SAP,SAP 23-24 Ph-I,Punjab,FZR,Procurement of 01 e-Garbage Rickshaw for 116 Bn HQ Mamdot,Dept,O/No/6456-58 dated 15.11.2023,1.5,2023-11-20,,,,,,,,Procurement through GeM,100.0,,0.0,0.0,0.0,0.0,Work in progress (Gem) Procurement),
SAP 2023-24 PH-I,81,SAP,SAP 23-24 Ph-I,Punjab,FZR,"Maintenance & cleaning of Septic Tank, Manholes, Sewerage Lines of 46 BOPs in AOR Bns under SHQ FZR",Dept,O/No.6449-52 dated 15.11.2023,2.99518,2023-11-20,2023-12-14,2024-01-22,2024-01-27,,2024-02-02,,2024-04-01,M/S Karanjeet Singh,100.0,,0.0,2.85,2.85,95.15,Work Completed,
SAP 2023-24 PH-I,82,SAP,SAP 23-24 Ph-I,Punjab,FZR,Repair & Maintenance of Sewerage Motors of STP at Bn HQ 101 Bn BSF,Dept,O/No.6445-48 dated 15.11.2023,1.03859,2023-11-20,2023-12-12,2024-02-06,2024-02-04,,2024-03-04,2025-03-31,,M/S Karanjeet Singh,100.0,,0.0,0.0,0.0,0.0,Work Completed and final bill under prepration,
SAP 2023-24 PH-I,83,SAP,SAP 23-24 Ph-I,Punjab,FZR,Procurement of Bacteria for Bio Digesters installed at BOPs of 101/103 Bns & Bn HQ KMS Wala of 136 Bn,Dept,O/No.6442-44 dated 15.11.2023,2.0,2023-11-20,,,2025-08-20,,2025-09-20,,,Procurement through GeM,100.0,,0.0,,0.0,0.0,Work Completed.,
SAP 2023-24 PH-I,84,SAP,SAP 23-24 Ph-I,Punjab,FZR,Repair & Maintenance of Motor Pump Sets of various Bns under SHQ BSF FZR,Dept,O/No.6439-41 dated 15.11.2023,1.11547,2023-11-20,2023-12-12,2024-01-25,2024-02-06,,2024-02-04,2024-12-31,,M/S Karanjeet Singh,100.0,,0.0,,0.0,0.0,Work Completed and final bill under prepration,
SAP 2023-24 PH-I,85,SAP,SAP 23-24 Ph-I,Punjab,FZR,Routine Repair/ Maint. of RO Filtration Plants at SHQ & Bn HQrs including BOPs,Dept,O/No.6433-35 dated 15.11.2023,9.98931,2023-11-20,,,,,,,,,,,0.0,,0.0,0.0,Re-tender open on 28.08.2025 and process for approval.,
SAP 2023-24 PH-I,86,SAP,SAP 23-24 Ph-I,Punjab,FZR,Cleaning of Overhead Water Tanks at 05 Bn HQrs under SHQ BSF FZR,Dept,O/No.6436-38 dated 15.11.2023,2.99526,2023-11-20,2023-12-12,2024-01-25,2024-02-06,,2024-02-04,,2024-05-03,M/S Karanjeet Singh,75.0,,0.0,,0.0,0.0,Work is in progress.,
SAP 2023-24 PH-I,87,SAP,SAP 23-24 Ph-I,Punjab,FZR,Repair/Maint. of Toilet Block of Family Welfare Centre of SHQ BSF FZR,Dept,O/No.6430-32 dated 15.11.2023,2.99523,2023-11-20,2023-12-14,2024-01-08,2024-01-22,,2024-01-18,2024-12-31,,M/S Karanjeet Singh,100.0,,0.0,3.27,3.27,109.17,Work Completed,
SAP 2023-24 PH-I,88,SAP,SAP 23-24 Ph-I,Punjab,FZR,Repair/Maint. of Toilet Block in old Office Complex of SHQ BSF FZR,Dept,O/No.6427-29 dated 15.11.2023,0.99831,2023-11-20,2023-12-12,2024-02-13,2024-02-04,,2024-05-03,2024-12-31,,M/S Mahil Enterprises,100.0,,0.0,,0.0,0.0,Work Completed,
SAP 2023-24 PH-I,89,SAP,SAP 23-24 Ph-I,Punjab,FZR,C/O Bore for Rain Water Harvesting near Type-V Qtr area at SHQ BSF FZR,Dept,O/No.6424-26 dated 15.11.2023,0.9983,2023-11-20,2023-12-01,2024-06-20,2024-07-02,,2024-09-13,,,M/s Thind Contractor,10.0,,0.0,,0.0,0.0,Work is in progress.,
SAP 2023-24 PH-I,90,SAP,SAP 23-24 Ph-I,Punjab,ABR,Replacement of damaged RCC Water Storage Tank & GI Pipe line with PVC Water Storage Tank & CPVC Water Supply Line of Qtr T-I/84 Nos & T-II/72 Nos at Bn HQ of 160 Bn BSF Jalalabad,Dept,O/No.2005-09 dated 24.01.2024,20.7,2024-01-29,2024-02-13,2024-02-27,2024-03-07,,2024-07-05,,2024-07-04,"M/s Lovish Arora, Fazilka, Pb",100.0,,1.99,18.23,20.22,97.68,Work Completed,
SAP 2023-24 PH-I,91,SAP,SAP 23-24 Ph-I,Punjab,ABR,Procurement of 01 No. fully Electric Battery Operated Motor driven for carrying Bins e-cart for Garbage and providing & fixing of 16 Nos Pole Mounted Twin Dustbins Cap. 80 Ltrs for 160 Bn BSF,Dept,O/No.6490-93 dated 15.11.2023,8.10168,2023-11-20,2024-05-15,2024-05-28,2024-06-06,,2024-07-04,2024-12-31,,"M/s Ravish Kumar Enterprises, Fazilka, Pb",55.0,,3.73,0.0,3.73,46.04,"Construction work completed  procurement itemes to be done through GeM Shortly 
GeM supply  draft bid under process.",
SAP 2023-24 PH-I,92,SAP,SAP 23-24 Ph-I,Rajasthan,SGNR,Providing of rain water harvesting system for Adm block building of SHQ BSF SGNR,Dept,Ftr HQ Raj O/No. 303-05 dated 22.05.24,5.19283,2024-03-06,2024-03-12,2024-05-07,2024-07-08,,2024-10-24,2024-10-24,,M/s Rajan Builders,100.0,100.0,0.0,4.42,4.42,85.12,Work completed,
SAP 2023-24 PH-I,93,SAP,SAP 23-24 Ph-I,Rajasthan,SGNR,Procurement of 1-Seater Portable toilet for BOPs in AOR of 34 Bn BSF under SHQ BSF SGNR,Dept,Ftr HQ Raj O/No.27472-73 dated 18.12.23,1.8,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,Procurement through GeM portal under process.,
SAP 2023-24 PH-I,94,SAP,SAP 23-24 Ph-I,Rajasthan,SGNR,"Procurement of sanitary napkins/Pad incinerator machine for mahila barrack at BOP 63-F,5-FD and 41-PS of 34 Bn BSF under SHQ BSF SGNR",Dept,Ftr HQ Raj O/No.27482-83 dated 18.12.23,0.75,,,,,,,,,,100.0,100.0,0.0,0.49,0.49,65.33,Work completed,
SAP 2023-24 PH-I,95,SAP,SAP 23-24 Ph-I,Rajasthan,SGNR,Procurement for improvement of sewerage system and toilet of ADM block jawan barrack and toilet of BOPs of 34 Bn BSF uder SHQ BSF SGNR,Dept,Ftr HQ Raj O/No.27480-81 dated 18.12.23,3.58,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,Procurement through GeM portal under process.,
SAP 2023-24 PH-I,96,SAP,SAP 23-24 Ph-I,Rajasthan,SGNR,Improvement of existing sewerage line near residential qtrs and provision of separate toilet & bathroom for male & female ward at MI room of 23 Bn BSF Anupgarh under SHQ BSF SGNR,Dept,Ftr HQ Raj O/No.25-28 dated 02.01.24,6.96983,2024-01-30,2024-03-26,2024-06-18,2024-07-10,,2024-10-10,2024-10-10,,M/S RAJAN builders,100.0,100.0,0.0,5.91,5.91,84.79,Work completed,
SAP 2023-24 PH-I,97,SAP,SAP 23-24 Ph-I,Rajasthan,SGNR,Repair and maintenance of sewerage line of T-I &T-II residential qtrs of SHQ BSF SGNR  (Held in charge of SHQ) at old location of 48 Bn BSF under SHQ BSF SGNR,Dept,Ftr HQ Raj O/No. 171-74 dated 12.01.24,9.01839,2024-01-15,2024-05-09,2024-06-18,2024-07-10,,2024-10-10,2024-10-10,,M/S RAJAN builders,50.0,10.0,0.0,0.0,0.0,0.0,Work under progress,
SAP 2023-24 PH-I,98,SAP,SAP 23-24 Ph-I,Rajasthan,SGNR,"Improvement of Toilet block at BN HQ and left out BOPs i.e Khaikian , Kotha, HMK, Kanchanpura, Madanlal, Renuka, Q-Head, Rakshak,7-H, Sunderpur and I-S of 48 Bn BSF under SHQ BSF SGNR",Dept,Ftr HQ Raj O/No.21-24 dated 02.01.24,6.98898,2024-01-30,2024-05-09,2024-06-18,2024-07-22,,2024-11-22,2024-11-22,,M/s Surya Builders SGNR,5.0,5.0,0.0,0.0,0.0,0.0,Work under progress,
SAP 2023-24 PH-I,99,SAP,SAP 23-24 Ph-I,Rajasthan,SGNR,Improvement of toilet block of family Welfare Centre at 77 Bn BSF under SHQ BSF SGNR,Dept,Ftr HQ Raj O/No.35463-64 dated 10.01.2024,1.99695,2024-02-05,2024-05-08,2024-07-08,2024-06-14,,2024-10-14,2024-10-14,,M/s Rajan builders,100.0,100.0,0.0,1.67,1.67,83.63,Work completed,
SAP 2023-24 PH-I,100,SAP,SAP 23-24 Ph-I,Rajasthan,SGNR,Renovation of toilet block near BSF middle school at 77 Bn BSF Sri Karanpur under SHQ BSF SGNR,Dept,Ftr HQ Raj O/No.35461-62 dated 10.01.2024,4.99251,2024-02-05,2024-03-12,2024-07-08,2024-06-14,,2024-09-14,2024-09-14,,M/s Rajan builders,100.0,100.0,0.0,4.25,4.25,85.13,Work completed,
SAP 2023-24 PH-I,101,SAP,SAP 23-24 Ph-I,Rajasthan,SGNR,"Cleaning of overhead water tank having capacity 0,000 ltrs at campus-B of 34 Bn BSF Raisinghnagar under SHQ BSF SGNR",Dept,Ftr HQ Raj O/No.27474-75 dated 18.12.2023,0.86172,2023-12-21,2024-05-10,2024-06-07,2024-07-08,,2024-08-10,2024-08-10,,M/s Rajan builders,100.0,100.0,0.0,0.81,0.81,94.0,Work completed and final bill under progress,
SAP 2023-24 PH-I,102,SAP,SAP 23-24 Ph-I,Rajasthan,BKNR,Procurement of 03 Nos Sewerage suction machine for BOPs of SHQ BSF BKNR,Dept,Ftr HQ Raj O/No. 3721-23 dtd 16.11.23,13.34997,2023-11-20,,,2024-07-06,,,,2024-10-07,,100.0,100.0,0.0,13.12,13.12,98.28,Work completed. GeM order,
SAP 2023-24 PH-I,103,SAP,SAP 23-24 Ph-I,Rajasthan,BKNR,"Installation of self priming pump set for STP at ""B: Campus under SHQ BSF Bikaner (SH:SITC of STP Motor, Cables and Starter panels etc.)",Dept,5492-95 DTD 18.11.23,2.72,2023-11-24,,,2024-02-19,,,,2024-05-01,Through GeM,100.0,100.0,0.0,2.49,2.49,91.54,Work completed. Gem Order,
SAP 2023-24 PH-I,104,SAP,SAP 23-24 Ph-I,Rajasthan,BKNR,Replacement of damage sewer line and maintenance water supply line of 127 Bn(Now 140 Bn) Satranaunder SHQ BSF Bikaner,Dept,3735-38 DTD 16.11.23,5.93087,2024-01-04,2024-01-01,2024-07-05,2024-07-15,,2024-10-14,2025-06-30,,M/s Surya Builders SGNR,90.0,90.0,4.55,0.0,4.55,76.72,Work is in progress. work will be completed end of June’25.,
SAP 2023-24 PH-I,105,SAP,SAP 23-24 Ph-I,Rajasthan,BKNR,Repair of 02 Nos sewerage suction machine of SHQ BSF Bikaner and 114 Bn BSF under SHQ BSF Bikaner,Dept,3937-38 DTD 11.12.23,2.72421,2023-12-18,2024-02-09,2024-01-16,2024-07-15,,,,,M/s Kapoor Constsr Co. Bikaner,100.0,100.0,2.72,0.0,2.72,99.85,Work completed,
SAP 2023-24 PH-I,106,SAP,SAP 23-24 Ph-I,Rajasthan,BKNR,Installation of deep tube well with submersible motor for water source at 39 Bn BSF HQ Chonp under SHQ BSF Bikaner,Dept,Ftr HQ Raj O/No.3731-34 dated 16.11.2023,15.4287,2023-11-17,2023-11-17,2024-01-12,2024-01-19,,,,,M/s KC Meena Ajmer,100.0,100.0,10.12,0.0,10.12,65.59,Work completed.,
SAP 2023-24 PH-I,107,SAP,SAP 23-24 Ph-I,Rajasthan,BKNR,Change of filter media of slow sand filter of 114 Bn BSF under SHQ BSF Bikaner,Dept,Ftr HQ Raj O/No.3727-30 dated 16.11.2023,8.66383,2023-11-17,2024-01-01,2024-01-12,2024-01-25,,,,,M/s Kapoor Constsr Co. Bikaner,100.0,100.0,8.56,0.0,8.56,98.8,Work completed,
SAP 2023-24 PH-I,108,SAP,SAP 23-24 Ph-I,Rajasthan,BKNR,Repair of Toilet block of shopping complex under SHQ BSF Bikaner,Dept,Ftr HQ Raj O/No.3724-26 dated 16.11.2023,7.15182,2023-11-17,2024-01-10,2024-01-12,2024-01-25,,,,,M/s Ali & Co. BKNR,100.0,100.0,6.53,0.0,6.53,91.31,Work completed,
SAP 2023-24 PH-I,109,SAP,SAP 23-24 Ph-I,Rajasthan,JSMR(N),Repair & Maintenance of blocked pipe line by new GI pipe line of drinking water supply in bramsar Campus 92Bn BSF  under SHQ BSF JSMR(N),Dept,Ftr HQ Raj O/No.4403-07 dated  29.12.2023,10.0,2024-01-02,2024-02-01,2024-02-26,2024-03-01,,,,2024-06-10,M/s Ridhi Sidhi & Suppliers,100.0,100.0,10.15,0.0,10.15,101.5,Work completed.,
SAP 2023-24 PH-I,110,SAP,SAP 23-24 Ph-I,Rajasthan,JSMR(N),"Repair and maintenance of existing supply line from IGNP to residential buildings (T-I,T-II & Type-III Qtrs) and SO's room of 166 Bn BSF under SHQ BSF JSMR(N)",Dept,HQ SDG (WC) O/No.8269-70 dated  14.03.2024,18.59,2024-03-20,2024-02-01,2024-06-21,2024-07-08,,,,,M/s Jitendra Kumar Singh Jaisalmer,45.0,45.0,0.0,0.0,0.0,0.0,Works in pgoress,
SAP 2023-24 PH-I,111,SAP,SAP 23-24 Ph-I,Rajasthan,JSMR(N),Restoration of water bodies near SO's mess at 92 Bn BSF under SHQ BSF JSMR(N),Dept,HQ SDG (WC) O/No.3759-61 dated  30.11.2023,4.81,2023-11-14,2023-12-06,2024-02-01,2024-02-06,,2024-03-21,,2024-02-23,M/s Shri Garwaji Constr Co. Jaisalmer,100.0,100.0,,4.69,4.69,97.51,Work completed.,
SAP 2023-24 PH-I,112,SAP,SAP 23-24 Ph-I,Rajasthan,FTR RAJ,C/o Septic tank near Quarter Guard and store accomodation building at FTR HQ BSF Campus under Ftr HQ BSF Rajasthan,Dept,3614-16 dated 09.11.2023,4.10056,2023-11-14,2023-11-24,2023-12-01,2023-12-23,,2024-03-31,,2024-03-21,M/s Mahaveer Constr. Jodhpur,100.0,100.0,0.0,2.66,2.66,64.87,Work completed,
SAP 2023-24 PH-I,113,SAP,SAP 23-24 Ph-I,Rajasthan,FTR RAJ,C/o Toilet block for Shopping complex at Ftr HQ Campus under Ftr HQ BSF Rajasthan,Dept,3608-10 dated 09.11.2023,3.95221,2023-11-14,2023-11-15,2023-12-14,2023-12-14,,2024-05-03,,2024-05-03,Shri RR Infra Jodhpur,100.0,100.0,2.21,1.66,3.87,97.92,Work completed,
SAP 2023-24 PH-I,114,SAP,SAP 23-24 Ph-I,Rajasthan,FTR RAJ,Repair of existing Sewer line in family Qtrs area at FTR HQ Campus under FTR HQ BSF Rajasthan,Dept,3715-17 dated 16.11.2023,7.43281,2023-11-14,2023-11-16,2023-12-13,2023-12-13,,2024-05-02,,2024-05-02,M/s Kailash Chand Meena,100.0,100.0,6.74,0.14,6.88,92.56,Work completed,
SAP 2023-24 PH-I,115,SAP,SAP 23-24 Ph-I,Rajasthan,FTR RAJ,"Repair and maintenance of water supply line under Ftr HQ campus at Ftr HQ BSF Rajasthan, Jodhpur",Dept,3718-20 dated 16.11.2023,9.7085,2023-11-14,2023-11-16,2023-12-13,2023-12-13,,2024-04-02,,2024-04-02,M/s Kailash Chand Meena,100.0,100.0,8.48,0.0,8.48,87.35,Work completed,
SAP 2023-24 PH-I,116,SAP,SAP 23-24 Ph-I,Rajasthan,FTR RAJ,Renovation of Toilet od SO's mess at Ftr HQ Campus under Ftr HQ BSF Rajasthan,Dept,3611-13 dated 09.11.2023,4.6148,2023-11-14,2023-11-15,2023-12-14,2023-12-07,,2024-03-30,,2024-03-27,Shri RR Infra Jodhpur,100.0,100.0,2.66,1.77,4.43,96.0,Work completed,
SAP 2023-24 PH-I,117,SAP,SAP 23-24 Ph-I,Rajasthan,FTR RAJ,Rain Water Harvesting near SO's mess at Ftr HQ BSF Rajasthan,Dept,3716-19 dated 09.11.2023,4.6631,2023-11-14,2023-11-15,2023-12-07,2023-12-07,,2024-03-30,,2024-03-27,M/s Mahaveer Constr. Jodhpur,100.0,100.0,2.97,1.39,4.36,93.5,Work completed,
SAP 2023-24 PH-I,118,SAP,SAP 23-24 Ph-I,Gujarat,Ftr GUJ,"Construction of toilet block at PT ground, BSF Campus Gandhiangar, FTR HQ BSF Gujarat",Dept,FTR 476-80 DTD 20-02-2024,13.77,,2024-06-06,2024-05-08,2024-08-23,,2025-02-23,,2025-03-25,,100.0,,8.13,5.57,13.700000000000001,0.0,Work completed  and final billsent to PAD,
SAP 2023-24 PH-I,119,SAP,SAP 23-24 Ph-I,Gujarat,Ftr GUJ,Construction of dusbin / garbage clilection point at BSF campus FTR HQ BSF Gujarat,Dept,FTR 187-92 DTD 25-01-2024,3.24,,2024-02-02,2024-02-20,2024-03-12,,2024-08-30,2024-06-10,,M/S Pradumna Builders,100.0,,3.73,0.0,3.73,0.0,Work completed,
SAP 2023-24 PH-I,120,SAP,SAP 23-24 Ph-I,Gujarat,Ftr GUJ,"Cleaning of overhead tank, underground sump and filtration plant and repairing pipe line at BSF Campus Gandhinagar under FTR HQ BSF Gujarat",Dept,28.03.25,10.41,2025-04-07,2025-04-09,2025-05-29,2025-06-10,,,,,,5.0,,,,0.0,,Work in progress,
SAP 2023-24 PH-I,121,SAP,SAP 23-24 Ph-I,Gujarat,Ftr GUJ,Improvement of 06 Nos Toilets attached with rooms of officers institute  FTR HQ BSF Gujarat Gabndhinagar,Dept,FTR 222-26 DTD 01-02-2024,11.04,,2024-09-12,,2024-10-12,,2025-06-12,,,,35.0,,,,0.0,,Work in progress,
SAP 2023-24 PH-I,122,SAP,SAP 23-24 Ph-I,Gujarat,Ftr GUJ,Construction of rain water harvesting pit with 01 Nos recharge bore BSF Campus FTR HQ BSF Gujarat,Dept,FTR 332-36 DTD 13-02-2024,5.48,,2024-09-12,,2024-10-12,,2025-03-12,,,,98.0,,,1.44,1.44,,Work in progress,
SAP 2023-24 PH-I,123,SAP,SAP 23-24 Ph-I,Gujarat,BMR,Procuremwnt of Tractor mounted suction tank at campus-II of 28 Bn BSF under SHQ BSF Barmer [Through Procurement,Dept,MHA 27012/61/2023/PF-V/3658894 DTD 30/10/2023,4.99,,,,2024-10-10,,2024-10-25,,,,100.0,,,4.98,4.98,,Work completed,
SAP 2023-24 PH-I,124,SAP,SAP 23-24 Ph-I,Gujarat,BMR,Procurement of Tractor mounted suction tank at Bn HQ Jalipa of 76 Bn BSF under SHQ BSF Barmer [Through procurement],Dept,MHA 27012/61/2023/PF-V/3658894 DTD 30/10/2023,4.99,,,,2025-05-14,,,,,,50.0,,,,0.0,,Supply order palaced through Gem on 14.05.25,
SAP 2023-24 PH-I,125,SAP,SAP 23-24 Ph-I,Gujarat,BMR,"Procurement of store for sanitary fittings and water supply line, for sector HQ BSF Campus-II under SHQ BSF Barmer",Dept,MHA 27012/61/2023/PF-V/3658894 DTD 30/10/2023,3.0,,,,,,,,,,,,,,0.0,,Supply order palaced through Gem  on 14.05.25,
SAP 2023-24 PH-I,126,SAP,SAP 23-24 Ph-I,Gujarat,BMR,Provision of distribution water supply line from main line to storage sump of Adm Block at BSF Campus-II under SHQ BSF Barmer,Dept,SHQ BSF BMR/ 8367-68 DTD 20-12-2023,4.87,2023-12-21,2023-11-23,2023-12-23,2023-01-10,,2024-05-14,,,M/S Jogmarya Const. Co. Barmer,100.0,,3.5,0.0,3.5,71.87,Work completed,
SAP 2023-24 PH-I,127,SAP,SAP 23-24 Ph-I,Gujarat,BMR,Providing of water supply line for Type-II [33 Nos] Qtrs at Bn HQ Jalipa of 76 Bn BSF under SHQ BSF Barmer [procurement through GeM],Dept,MHA 27012/61/2023/PF-V/3658894 DTD 30/10/2023,5.0,,,,2024-10-10,,,,,,50.0,,,2.5,2.5,,Supply of balance itms could not be placed due to insuffiicient ofund,
SAP 2023-24 PH-I,128,SAP,SAP 23-24 Ph-I,Gujarat,BMR,Providing of water supply line for Type-I [33 Nos] Qtrs at Bn HQ Jalipa of 76 Bn BSF under SHQ BSF Barmer [procurement through GeM],Dept,MHA 27012/61/2023/PF-V/3658894 DTD 30/10/2023,5.0,,,,,,,,,,,,,,0.0,,Codal formalities could not be due to processed for want of fund.,
